Ratio H/L normalized pd2_forward	Ratio H/L normalized pd2_reverse	Ratio H/L normalized pd4_forward	Ratio H/L normalized pd4_reverse	Only identified by site	Reverse	Contaminant	Ratio H/L normalized pd2_forward B significant	Ratio H/L normalized pd2_reverse B significant	Ratio H/L normalized pd4_forward B significant	Ratio H/L normalized pd4_reverse B significant	Peptides	Unique peptides	Intensity pd2_forward	Intensity pd2_reverse	Intensity pd4_forward	Intensity pd4_reverse	Ratio H/L normalized pd2_forward Significance B	Ratio H/L normalized pd2_reverse Significance B	Ratio H/L normalized pd4_forward Significance B	Ratio H/L normalized pd4_reverse Significance B	Protein IDs	Majority protein IDs	Protein names	Gene names	Proteins	Color
NaN	NaN	1.740884	NaN								2	2	1163100	500070	5882200	1610200	1	1	0.817670044604099	1	Q3TFD2;Q3TFD2-2;Q3TFD2-3	Q3TFD2;Q3TFD2-2;Q3TFD2-3	Lysophosphatidylcholine acyltransferase 1	Lpcat1	3	
NaN	NaN	NaN	1.842416								3	3	0	0	1635500	10826000	1	1	1	0.852796851100234	Q3TFK5;Q3TFK5-2	Q3TFK5;Q3TFK5-2	G patch domain-containing protein 4	Gpatch4	2	
2.585996	-0.4281581	NaN	1.376624								3	3	28712000	8490600	5592000	3906900	0.645819924800618	0.46630507678271	1	0.96333765815496	Q3UYX6;Q9R0U0;Q9R0U0-2;Q9R0U0-3;Q3TFP0;A3KG57	Q3UYX6;Q9R0U0;Q9R0U0-2;Q9R0U0-3;Q3TFP0	Serine/arginine-rich splicing factor 10	Srsf10	6	
NaN	NaN	NaN	NaN								7	1	934690	0	961760	0	1	1	1	1	Q3THE2;Q9CQ19	Q3THE2;Q9CQ19	Myosin regulatory light chain 12B;Myosin regulatory light polypeptide 9	Myl12b;Myl9	2	
2.606442	0.1125	NaN	2.29587								2	2	4068500	1141100	582480	2397700	0.635232872846338	0.737447659576094	1	0.68109616944069	Q3TIX9	Q3TIX9	U4/U6.U5 tri-snRNP-associated protein 2	Usp39	1	
3.211199	0.8480771	2.340676	3.125387								9	5	135340000	83410000	87851000	86361000	0.361737383170353	0.916804616665249	0.862137218526957	0.410320770102948	Q3TWW8	Q3TWW8		Srsf6	1	
NaN	NaN	NaN	NaN								1	1	1559300	735120	2316700	1711300	1	1	1	1	Q9Z1G4;Q9Z1G4-2;Q9Z1G4-3;Q3TY98	Q9Z1G4;Q9Z1G4-2;Q9Z1G4-3;Q3TY98	V-type proton ATPase 116 kDa subunit a isoform 1	Atp6v0a1	4	
-2.445205	2.588948	-1.621977	1.951103								16	13	132920000	69383000	57888000	95329000	0.016753839491867	0.443407840597826	0.027450484628799	0.810655480001862	Q3TZR9;E9Q0F9;Q8R0S1;Q8K1L0-2;E9Q065;Q3TLH8	Q3TZR9;E9Q0F9;Q8R0S1	Cyclic AMP-dependent transcription factor ATF-7	Atf7	6	
NaN	NaN	NaN	1.657411								2	2	0	200270	3674400	12866000	1	1	1	0.925440108978476	Q3TZX8;Q3TZX8-2;Q3TZX8-3	Q3TZX8;Q3TZX8-2;Q3TZX8-3	Polynucleotide 5-hydroxyl-kinase NOL9	Nol9	3	
1.092613	-0.9740923	NaN	0.2803624								2	2	6333700	1991700	997350	2713900	0.640455622935159	0.260330344137127	1	0.554833306348326	Q3U0V1	Q3U0V1	Far upstream element-binding protein 2	Khsrp	1	
2.003962	2.111298	NaN	NaN								4	4	4409000	3694600	7736900	3356700	0.969418851487306	0.558670196904565	1	1	Q3U1G5;E9PUT3	Q3U1G5;E9PUT3	Interferon-stimulated 20 kDa exonuclease-like 2	Isg20l2	2	
-0.5328667	1.58376	-0.02370973	1.597507								7	7	13932000	5925400	5558100	5541000	0.176528622132926	0.700820094166196	0.205288824075582	0.949125902484965	Q3U1J4;E9Q4W8;F7ADY1	Q3U1J4;E9Q4W8	DNA damage-binding protein 1	Ddb1	3	
-1.207061	0.236462	NaN	-0.1724574								7	7	7685700	4107400	1728000	5604200	0.085730078466303	0.806404888583711	1	0.414802668619404	Q3U1N2;Q3U1N2-2	Q3U1N2;Q3U1N2-2	Sterol regulatory element-binding protein 2;Processed sterol regulatory element-binding protein 2	Srebf2	2	
1.295547	-1.795559	1.76545	NaN								6	6	22623000	6334800	9091100	2561100	0.721360261976154	0.084863868006943	0.828894902532876	1	Q3U288;Q3U288-2;Q3U288-3;Q6NS86	Q3U288;Q3U288-2;Q3U288-3	Zinc finger protein 710	Znf710	4	
NaN	NaN	NaN	NaN								2	2	8370500	3553800	0	10814000	1	1	1	1	Q3U5N8;Q99L28;E9PY85;F6RRJ1;E9Q4P7	Q3U5N8;Q99L28;E9PY85;F6RRJ1;E9Q4P7	Probable ribosome biogenesis protein RLP24	Rsl24d1;Gm20509	5	
2.454228	NaN	NaN	NaN								18	1	11798000	2438700	4129400	0	0.715699930508284	1	1	1	Q3U6P5;Q9Z204;Q9Z204-5;Q8BTF8;F8WGB9;E9Q786	Q3U6P5;Q9Z204;Q9Z204-5	Heterogeneous nuclear ribonucleoproteins C1/C2	Hnrnpc	6	
2.318982	-0.1011648	2.679266	2.111298								26	16	150670000	69693000	56366000	101150000	0.78998602311012	0.623672151983472	0.647311232115869	0.749563221523712	Q3U741;Q501J6;Q501J6-2	Q3U741;Q501J6;Q501J6-2	Probable ATP-dependent RNA helicase DDX17	Ddx17	3	
-0.9935224	1.008272	0.1336951	0.395721								34	34	629110000	238500000	603560000	592550000	0.109117189024752	0.868648081052151	0.240312451460939	0.593875220489739	Q80ZH7;Q3UC82;P97386;B1AT03;P97386-2;Q3TJN5;Q3U0I5;G3UYI8	Q80ZH7;Q3UC82;P97386;B1AT03;P97386-2	DNA ligase;DNA ligase 3	Lig3	8	
1.859731	-0.1119445	2.11043	0.3916578								4	4	3683300	3393700	4935200	13664000	0.960396150559631	0.618136093103299	0.989178178511967	0.592478953288222	Q8BG81;Q3UDD3;F6VR84	Q8BG81;Q3UDD3;F6VR84	Polymerase delta-interacting protein 3	Poldip3	3	
1.016068	-0.6737618	0.9503937	0.6198356								3	3	20915000	1709300	14432000	16586000	0.610954305131754	0.364325598850251	0.487255581825176	0.673098055829479	Q3UEB3;Q3UEB3-2;Q3UEB3-3	Q3UEB3;Q3UEB3-2;Q3UEB3-3	Poly(U)-binding-splicing factor PUF60	Puf60	3	
NaN	1.563549	NaN	1.499221								3	3	0	2085200	0	5042600	1	0.70652433208706	1	0.988075867379591	Q3UFM5	Q3UFM5	Nucleolar MIF4G domain-containing protein 1	Nom1	1	
2.467436	-2.863336	NaN	NaN								7	7	53563000	13221000	0	0	0.708575005165647	0.012425423081806	1	1	Q3UGB5;Q9JII5;Q9JII5-2;D3Z4J1	Q3UGB5;Q9JII5;Q9JII5-2;D3Z4J1	DAZ-associated protein 1	Dazap1	4	
-3.073393	3.238894	-2.963307	NaN								15	15	65283000	11179000	6613600	1500900	0.006259345035058	0.310772512100275	0.002765983776419	1	Q3UH06-3;Q3UH06;Q3UH06-2;Q3UH06-4;F6UB40;Q3UHQ4	Q3UH06-3;Q3UH06;Q3UH06-2;Q3UH06-4	Ras-responsive element-binding protein 1	Rreb1	6	
0.4653999	-0.006912609	0.5936884	-0.02137969								5	5	12121000	2771100	15674000	17853000	0.418893485422907	0.67295594831746	0.365931510934465	0.459043138131662	Q3UH63;Q5DTW2-2;Q3UH07;Q5DTW2	Q3UH63;Q5DTW2-2;Q3UH07;Q5DTW2	Scm-like with four MBT domains protein 2	Sfmbt2	4	
3.509949	3.87794	3.272591	3.582556								74	52	258350000	149840000	368010000	466610000	0.259203321718997	0.208895190850058	0.33963033156555	0.29344560202551	Q3UH59;Q5SV64;Q61879;Q8BXF2	Q3UH59;Q5SV64;Q61879	Myosin-10	Myh10	4	
2.196638	2.871173	2.51392	3.510329								11	11	29199000	27167000	65297000	81581000	0.858892464985486	0.382242766008785	0.749811445771563	0.310254524477861	Q3UHX9;Q3UHX9-2	Q3UHX9;Q3UHX9-2	Uncharacterized protein C9orf114 homolog	D2Wsu81e	2	
-0.7202554	0.4274989	0.2106382	-0.03763604								19	19	380560000	164640000	311180000	352520000	0.146089632918723	0.915496360697886	0.258885632202687	0.454159401531237	Q3UI84;Q99J62;D6RGM1;D3Z7I8	Q3UI84;Q99J62	Replication factor C subunit 4	Rfc4	4	
1.244156	-0.62872	0.2796496	2.723624								6	6	44594000	23527000	37525000	8978700	0.700530781389211	0.381905575292691	0.276370546331645	0.532884510415672	Q3UIL6-2;Q3UIL6-6;Q3UIL6;Q3UIL6-4;Q3UIL6-3;Q3UIL6-5	Q3UIL6-2;Q3UIL6-6;Q3UIL6;Q3UIL6-4;Q3UIL6-3;Q3UIL6-5	Pleckstrin homology domain-containing family A member 7	Plekha7	6	
2.500267	-0.9451653	2.02963	1.43312								11	11	59662000	21311000	6769800	8327300	0.690975766205821	0.269346163017054	0.951354779114394	0.985717551149857	Q3UJB0	Q3UJB0		Sf3b2	1	
2.951271	-1.460251	NaN	NaN								5	5	24208000	6269800	1954500	0	0.469102697210003	0.139076989868278	1	1	Q3UKJ7;Q3UKJ7-2	Q3UKJ7;Q3UKJ7-2	WD40 repeat-containing protein SMU1	Smu1	2	
0.5483379	-0.5324075	0.04194384	0.6256445								5	5	35528000	33897000	20925000	79306000	0.445335776998835	0.421204132578706	0.21941766695115	0.675205649551138	Q3UL36;Q3UL36-2	Q3UL36;Q3UL36-2	Arginine and glutamate-rich protein 1	Arglu1	2	
0.2326607	4.250052	4.094067	3.890252								20	20	360990000	182390000	216520000	269260000	0.349798161852262	0.16208003610091	0.100268067123256	0.228762839391303	Q3UL54;Q8BVY0;E9Q0A1	Q3UL54;Q8BVY0;E9Q0A1		Rsl1d1	3	
0.3010022	0.4972291	0.4711354	0.491494								16	16	188920000	46253000	103880000	179990000	0.369294984482488	0.955829839384264	0.329025991017519	0.627212805539128	Q3ULD5;Q6PD20;F6ZNH0;Q8K1L7	Q3ULD5;Q6PD20	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	Mccc2	4	
-0.1062185	-0.2483306	-2.02157	0.8703449								4	4	44194000	28431000	24786000	33034000	0.262981308205234	0.550040475733271	0.014700558933155	0.766115730257551	Q3UPE3;Q3UPE3-2	Q3UPE3;Q3UPE3-2	RecQ-mediated genome instability protein 2	Rmi2	2	
NaN	NaN	1.307079	NaN								2	2	0	0	1313600	0	1	1	0.627497335717314	1	Q3URQ0;F6ZZ61	Q3URQ0;F6ZZ61	Testis-expressed sequence 10 protein	Tex10	2	
2.032771	-0.005825792	NaN	NaN								2	2	5692400	1066100	1329200	1672900	0.952803005629227	0.673533043743635	1	1	Q3URR7;Q3URR7-2;E9PXB1;Q3URR7-3;E9PV84;D3Z129;D3Z3Z6;D3YVM1	Q3URR7;Q3URR7-2;E9PXB1;Q3URR7-3;E9PV84;D3Z129;D3Z3Z6;D3YVM1	Zinc finger and SCAN domain-containing protein 10	Zscan10	8	
2.631361	2.587413	2.24987	3.239322								8	8	45064000	11294000	25042000	45676000	0.622430368785145	0.443755205795286	0.922305832143951	0.378876889930566	Q3US17	Q3US17	Zinc finger protein 48	Znf48	1	
NaN	NaN	NaN	NaN								9	1	0	169880000	104980000	240360000	1	1	1	1	Q3UV17	Q3UV17	Keratin, type II cytoskeletal 2 oral	Krt76	1	
NaN	NaN	NaN	NaN								12	1	6319300	1450000	14660000	10245000	1	1	1	1	Q3UXF4;E9Q7X0;Q9WU00;D3Z3B4;G3XA39;Q9WU00-2;D3YV66	Q3UXF4;E9Q7X0;Q9WU00;D3Z3B4;G3XA39;Q9WU00-2	Nuclear respiratory factor 1	Nrf1	7	
NaN	NaN	NaN	NaN								1	1	386920	0	0	0	1	1	1	1	Q91WC1;Q91WC1-2;Q3UXR7	Q91WC1;Q91WC1-2;Q3UXR7	Protection of telomeres protein 1	Pot1;Pot1a	3	
NaN	2.109528	2.034568	NaN								14	3	2007900	1854100	4808000	1805900	1	0.559123092328116	0.953664087486363	1	Q3V1Z5	Q3V1Z5		Rps4y2	1	
-3.124692	NaN	NaN	NaN								1	1	26844000	0	0	0	0.005748554310896	1	1	1	Q3V2R3;Q80XD1;Q80XD1-2;Q80XD1-3	Q3V2R3;Q80XD1;Q80XD1-2;Q80XD1-3	Beta-chimaerin	Chn2	4	
2.722422	-4.039856	NaN	-3.305717								14	13	205060000	115400000	471560	1570400	0.576630226651388	0.000791889869099	1	0.017696074551341	Q3V3W4	Q3V3W4		Zbtb2	1	
NaN	NaN	NaN	NaN								1	1	0	0	405030	332610	1	1	1	1	Q4FZF3	Q4FZF3	Probable ATP-dependent RNA helicase DDX49	Ddx49	1	
NaN	NaN	NaN	NaN								1	1	0	832240	0	699470	1	1	1	1	Q4G0F8-3;Q4G0F8;Q4G0F8-2	Q4G0F8-3;Q4G0F8;Q4G0F8-2	Ubinuclein-1	Ubn1	3	
NaN	2.917241	NaN	3.09756								5	5	1180400	1679200	2021900	6956700	1	0.372774034502363	1	0.418229668173218	Q4VAC9;Q4VAC9-2;Q4VAC9-5;Q4VAC9-3	Q4VAC9;Q4VAC9-2;Q4VAC9-5	Pleckstrin homology domain-containing family G member 3	Plekhg3	4	
NaN	NaN	2.223979	NaN								3	3	0	0	2320000	633520	1	1	0.939558948762059	1	Q4VBE8	Q4VBE8	WD repeat-containing protein 18	Wdr18	1	
2.744678	0.5117716	2.801552	2.754716								11	11	98950000	32689000	54184000	68321000	0.565683129265465	0.964259295581914	0.575469188453468	0.522780524715457	Q569Z6;Q8BZN7;F6YSQ2;F7AB07	Q569Z6;Q8BZN7	Thyroid hormone receptor-associated protein 3	Thrap3	4	
NaN	NaN	NaN	NaN								1	1	908400	0	0	0	1	1	1	1	Q60862;Q59IX1	Q60862;Q59IX1	Origin recognition complex subunit 2	Orc2	2	
NaN	NaN	NaN	NaN								1	1	0	0	971360	391220	1	1	1	1	Q5DW34;Q5DW34-3;Q5DW34-2	Q5DW34;Q5DW34-3;Q5DW34-2	Histone-lysine N-methyltransferase EHMT1	Ehmt1	3	
NaN	1.159888	NaN	NaN								2	2	0	626880	0	0	1	0.823512091918325	1	1	Q5EE38	Q5EE38	Adrenocortical dysplasia protein	Acd	1	
NaN	NaN	NaN	NaN								2	2	0	500640	1696600	1226800	1	1	1	1	Q5F2E7-2;Q5F2E7	Q5F2E7-2;Q5F2E7	Nuclear fragile X mental retardation-interacting protein 2	Nufip2	2	
NaN	NaN	2.360589	NaN								4	4	577210	1400800	4876200	3287500	1	1	0.849036884871356	1	Q5NBY9;Q9JMG9;Q80XS2;Q5NBZ1;Q5NBZ2	Q5NBY9;Q9JMG9;Q80XS2;Q5NBZ1;Q5NBZ2		Patz1	5	
-0.7647141	0.4080597	-0.6223543	0.8884608								10	10	184570000	85468000	96083000	131770000	0.139495014142761	0.904286470995107	0.105636395894697	0.772994289206202	Q5PRE5;E9PVD6;Q3TTC7	Q5PRE5;E9PVD6;Q3TTC7	Proline and serine-rich protein 1	Proser1;2810046L04Rik	3	
NaN	NaN	NaN	2.657777								4	4	0	0	2641700	4269200	1	1	1	0.554603750134683	Q80VY9;Q5QNV3	Q80VY9;Q5QNV3	Putative ATP-dependent RNA helicase DHX33	Dhx33	2	
3.696328	NaN	2.761519	3.60027								6	6	11066000	2817900	21414000	8714200	0.206529824725728	1	0.598572173891723	0.289418282551017	Q5RJG1	Q5RJG1	Nucleolar protein 10	Nol10	1	
3.296311	-0.01601588	NaN	NaN								4	4	8607400	8156400	1254400	875460	0.330226398264195	0.668129731496808	1	1	Q5SF07;Q5SF07-2;A6X8Z3	Q5SF07	Insulin-like growth factor 2 mRNA-binding protein 2	Igf2bp2	3	
NaN	NaN	1.326882	NaN								2	2	0	0	2020500	0	1	1	0.635767654124762	1	Q5SFM8;Q5SFM8-3;Q5SFM8-2	Q5SFM8;Q5SFM8-3;Q5SFM8-2	RNA-binding protein 27	Rbm27	3	
NaN	NaN	3.373787	3.695549								6	6	1506100	1902400	6612900	11608000	1	1	0.298464833372905	0.268396556089538	Q5SQ20;Q9EQ61	Q5SQ20;Q9EQ61	Pescadillo homolog	Pes1	2	
3.213487	3.377263	2.84006	3.15327								13	13	22932000	12357000	31013000	52644000	0.360866351613376	0.286324582658497	0.553651472919056	0.402485514253599	Q5SSI6;Q3TJX6	Q5SSI6;Q3TJX6	U3 small nucleolar RNA-associated protein 18 homolog	Utp18	2	
-0.4358853	-0.05317929	0.3049782	0.01977311								7	7	78061000	25542000	51934000	45263000	0.194029302648662	0.648570833854451	0.282985373933196	0.471536852862534	Q5SSK3;B7ZCA9	Q5SSK3;B7ZCA9	Transcription elongation factor, mitochondrial	Tefm;1110002N22Rik	2	
NaN	NaN	NaN	NaN								1	1	1272100	400740	984890	1414200	1	1	1	1	Q5SUF2-2;Q5SUF2-3;Q5SUF2	Q5SUF2-2;Q5SUF2-3;Q5SUF2	Luc7-like protein 3	Luc7l3	3	
1.027366	-0.3277285	1.238114	-0.515501								12	12	75000000	20200000	78054000	100830000	0.615270703816625	0.512176348041067	0.599065468461726	0.32419302112697	Q5SWN2;Q8VEE4	Q5SWN2;Q8VEE4	Replication protein A 70 kDa DNA-binding subunit	Rpa1	2	
2.879078	2.569831	2.520397	2.954736								7	7	6063000	3333700	8271400	10914000	0.501780146359758	0.447743869956783	0.745697527906921	0.460212480218858	Q5SXR6;Q68FD5	Q5SXR6;Q68FD5	Clathrin heavy chain 1	Cltc	2	
NaN	NaN	NaN	NaN								1	1	0	299960	0	0	1	1	1	1	Q5SYD0	Q5SYD0	Unconventional myosin-Id	Myo1d	1	
4.513301	3.74771	4.14037	4.700273								11	11	209720000	147390000	512050000	300460000	0.063676305475976	0.227398645967756	0.092496741946548	0.108225208145971	Q5XJF6;P53026;D3YXT2;D6RE43	Q5XJF6;P53026	Ribosomal protein;60S ribosomal protein L10a	Rpl10a	4	
-1.415191	0.9108094	-0.04086792	0.177599								12	12	202890000	92179000	229070000	303770000	0.067009076370808	0.897900093039131	0.201707796936597	0.521145404979571	Q60596	Q60596	DNA repair protein XRCC1	Xrcc1	1	
4.702713	4.950795	4.188322	5.371594								9	8	275440000	160390000	399830000	521560000	0.046423336611295	0.095997027830149	0.084966114031791	0.052386688079188	Q60605;Q60605-2;E9QLM0	Q60605;Q60605-2;E9QLM0	Myosin light polypeptide 6	Myl6;Gm8894	3	
1.115166	-0.566015	3.234379	-1.556266								23	2	4742000000	2195900000	851550000	750670000	0.649260111748242	0.407229091290586	0.356079113562704	0.132870624823431	Q60668;Q60668-3;Q60668-2;Q60668-4;F6ZV59;F6SHF3	Q60668;Q60668-3;Q60668-2;Q60668-4;F6ZV59	Heterogeneous nuclear ribonucleoprotein D0	Hnrnpd	6	
0.4140272	0.716947	0.995376	0.697329								3	3	5877900	3054000	2875100	7173600	0.402988739696744	0.956460715652844	0.503961860008193	0.701419441444133	Q60737	Q60737	Casein kinase II subunit alpha	Csnk2a1	1	
3.017922	-0.6396469	NaN	1.437973								4	3	31904000	16880000	11100000	14560000	0.440009202215192	0.377593669397617	1	0.987641051173592	Q60749;Q9WU01;Q9WU01-2	Q60749	KH domain-containing, RNA-binding, signal transduction-associated protein 1	Khdrbs1	3	
NaN	0.4255667	0.7469147	0.008917032								2	1	2974800	9121000	6527700	8019700	1	0.914381324024988	0.415557044116055	0.468222930660305	Q60793;E9QNP6;P46099;Q8BPQ2;Q99JB0;O08584;B7ZCH2	Q60793;E9QNP6;P46099;Q8BPQ2;Q99JB0;O08584;B7ZCH2	Krueppel-like factor 4;Krueppel-like factor 1;Krueppel-like factor 7;Krueppel-like factor 6	Klf4;Klf1;Klf6;Klf7	7	
-2.47281	2.12148	0.4438188	-0.829716								22	22	334750000	65768000	169910000	231620000	0.016080375781582	0.55606964952868	0.321140648123071	0.253468934428839	Q60821	Q60821	Zinc finger and BTB domain-containing protein 17	Zbtb17	1	
0.6778916	0.2279875	1.034709	0.3802861								4	3	8248400	5420700	7976900	4461000	0.488484613211346	0.80163565212823	0.518813971423089	0.588579248908198	Q60843	Q60843	Krueppel-like factor 2	Klf2	1	
-0.3735889	0.5902427	-0.6469703	0.5315686								13	13	84846000	25774000	24046000	16354000	0.205923505919803	0.994882127733009	0.102558424898448	0.641396969140885	Q60848;Q60848-2;D3Z414	Q60848;Q60848-2	Lymphocyte-specific helicase	Hells	3	
NaN	NaN	NaN	NaN								3	3	2098800	0	2164100	0	1	1	1	1	Q60865;F6YP03;A2BH47	Q60865	Caprin-1	Caprin1	3	
NaN	NaN	NaN	0.2606279								3	3	0	0	3283500	4246200	1	1	1	0.548282178593862	Q60932;Q60932-2;F2Z471	Q60932;Q60932-2	Voltage-dependent anion-selective channel protein 1	Vdac1	3	
-1.230397	0.9047346	1.825094	-2.264305								11	7	275190000	174970000	379560000	370890000	0.083440612094775	0.899728403206544	0.85628970900086	0.063653994871011	Q60I23;P48432	Q60I23;P48432	Transcription factor SOX-2	Sox2	2	
NaN	2.538687	1.439091	2.876684								4	4	496110	557260	7963600	11202000	1	0.454859197333212	0.683463738476618	0.484116842643749	Q61024;D3Z0C2;D3YYR0;D3Z028	Q61024;D3Z0C2	Asparagine synthetase [glutamine-hydrolyzing]	Asns	4	
1.382501	0.1450905	2.358031	0.07025199								7	7	21422000	4715500	25087000	15355000	0.757072335686427	0.755398353070732	0.850717817859561	0.487114604934231	Q61029;Q61029-3;Q61029-2;F6QXX3;Q61033;Q61029-4;Q61033-2	Q61029;Q61029-3;Q61029-2;F6QXX3;Q61033;Q61029-4;Q61033-2	Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma;Lamina-associated polypeptide 2, isoforms alpha/zeta	Tmpo	7	
-0.3729909	0.3781787	0.9648792	-0.6990914								9	9	16309000	8070000	16619000	17515000	0.206040195445838	0.88709313477396	0.492602560327917	0.281446116279799	Q61066	Q61066	Nuclear receptor subfamily 0 group B member 1	Nr0b1	1	
NaN	NaN	NaN	-0.3912286								2	2	2387300	1515100	3966700	10564000	1	1	1	0.355410479719343	Q61070	Q61070	Etoposide-induced protein 2.4	Ei24	1	
1.83058	0.7678243	NaN	NaN								4	4	37333000	22750000	4482000	2340600	0.947761311140055	0.941056271347777	1	1	Q61164	Q61164	Transcriptional repressor CTCF	Ctcf	1	
0.9053509	-0.1054577	1.683741	-1.049576								25	20	803340000	360090000	390700000	364280000	0.569386354340418	0.621464896551206	0.791707178779285	0.210868914273919	Q61188;D3Z774;Q61188-2;Q6AXH7;F7AQX0;F6T3Z0;E9PWK3	Q61188;D3Z774;Q61188-2;Q6AXH7	Histone-lysine N-methyltransferase EZH2	Ezh2	7	
4.287177	-4.766976	NaN	NaN								5	4	22517000	7872900	0	147970	0.090877973460133	0.000102535094232	1	1	Q61321;Q61321-2;Q61321-3	Q61321;Q61321-2	Homeobox protein SIX4	Six4	3	
NaN	NaN	NaN	NaN								1	1	1236200	0	0	0	1	1	1	1	Q61466;Q61466-2	Q61466;Q61466-2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1	Smarcd1	2	
NaN	NaN	NaN	-0.8228348								2	2	0	158940	0	1309200	1	1	1	0.254892604906441	Q61624	Q61624	Zinc finger protein 148	Znf148	1	
2.6939	0.8439034	2.863562	2.67229								34	24	526850000	294850000	408350000	430030000	0.590804418661529	0.918064141817718	0.540538254991578	0.549779900404731	Q8BTS0;Q61656;B1ARB9;B1ARC0;B1ARB8	Q8BTS0;Q61656	Probable ATP-dependent RNA helicase DDX5	Ddx5	5	
0.5048746	-3.267288	1.620305	NaN								6	6	15129000	11388000	4878500	1430500	0.431361871908937	0.005211580784996	0.763154301564124	1	Q61666;Q61666-2;Q61666-3;Q61666-4	Q61666;Q61666-2;Q61666-3	Protein HIRA	Hira	4	
NaN	NaN	NaN	NaN								1	1	0	204310	832540	702440	1	1	1	1	Q61686	Q61686	Chromobox protein homolog 5	Cbx5	1	
4.175285	4.675872	3.678297	3.936779								17	17	2517000000	1728600000	4581300000	3652500000	0.107440585502765	0.11875177787787	0.195317605253873	0.219942519530972	Q61937;Q5SQB0;Q5SQB5;Q9DAY9;E9Q5T3	Q61937;Q5SQB0;Q5SQB5;Q9DAY9;E9Q5T3	Nucleophosmin	Npm1;Gm5611	5	
0.2065182	0.6207741	1.895807	-1.594879								12	6	90309000	36822000	333330000	298130000	0.34251608281371	0.985619422802695	0.888991888246199	0.127994422045724	Q61990;Q61990-2;Q61990-3	Q61990;Q61990-2;Q61990-3	Poly(rC)-binding protein 2	Pcbp2	3	
NaN	NaN	NaN	NaN								1	1	976120	0	0	0	1	1	1	1	Q62141	Q62141	Paired amphipathic helix protein Sin3b	Sin3b	1	
0.9500204	NaN	NaN	NaN								2	2	1390400	199290	872820	664540	0.585994380748353	1	1	1	Q62158	Q62158	Zinc finger protein RFP	Trim27	1	
NaN	NaN	NaN	NaN								1	1	1584600	1567700	0	0	1	1	1	1	Q62232;Q62231	Q62232;Q62231	Homeobox protein SIX2;Homeobox protein SIX1	Six2;Six1	2	
2.70166	-3.950603	3.435495	-4.44791								26	20	12164000	26714000	50450000	265000000	0.586932147236136	0.000999409884058	0.275069596891954	0.00328953533331	Q62255;Q62255-2	Q62255;Q62255-2	Sal-like protein 3	Sall3	2	sall
2.608691	2.788915	2.610228	2.807211								23	22	24670000	17769000	57786000	72633000	0.634072941925013	0.399512843438898	0.68943329796768	0.505947747865025	Q62261;Q62261-2;Q68FG2;Q3UGX2;E9Q397;E9Q5I4;P15508	Q62261;Q62261-2	Spectrin beta chain, brain 1	Sptbn1	7	
2.111065	-1.621	0.5053828	-0.2255819								5	4	14501000	4716900	56590000	77731000	0.907770363798486	0.110452075658976	0.339087793619913	0.399865899756291	Q62296;Q62296-2	Q62296;Q62296-2	Transcriptional enhancer factor TEF-3	Tead4	2	
1.251204	1.216113	2.294018	1.437494								26	26	240240000	58131000	120050000	68337000	0.70337445299437	0.806912714295775	0.892975988419974	0.98745108823061	Q62315;Q62315-2;G3UZT8;G3UZW3;G3UZQ8;G3UYY7;G3UXE0	Q62315;Q62315-2;G3UZT8	Protein Jumonji	Jarid2	7	
0.8973179	-0.181084	1.222001	0.7729835								16	16	165130000	80231000	96496000	121840000	0.566423694154005	0.583153006131415	0.59250744093892	0.729475172234602	Q62318;Q62318-2	Q62318;Q62318-2	Transcription intermediary factor 1-beta	Trim28	2	
NaN	NaN	NaN	NaN								2	2	10926000	3084800	3598000	0	1	1	1	1	Q62376;Q62376-2	Q62376;Q62376-2	U1 small nuclear ribonucleoprotein 70 kDa	Snrnp70	2	
0.8063653	0.1755566	NaN	-0.2158981								3	3	7668500	1691300	1952200	6107700	0.533405637271993	0.772299375786721	1	0.402564282532118	Q62425	Q62425	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4	Ndufa4	1	
0.5300707	-1.787617	1.895962	-2.468332								6	5	9744400	8256300	23353000	23524000	0.439431486712724	0.08591341586361	0.889063841380881	0.050471525486533	Q62431	Q62431	AT-rich interactive domain-containing protein 3A	Arid3a	1	at_rich_interacting
NaN	NaN	NaN	NaN								10	1	1577300	0	0	0	1	1	1	1	Q62504;Q62504-2;Q62504-3	Q62504;Q62504-2;Q62504-3	Msx2-interacting protein	Spen	3	
